CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LEYEV,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,REYEV,RPUPILD,RPUPILV,CX,CY,CS,SKLHEADX,SKLHEADY,SKLHEADZ,SKLV,VIEWER_TIME_TICK
72025,148.29559,23344188251,0,0,147.681,0.137,662,0,0.742,0.414,0,0.524,0.497,0,0.742,0.414,0,1.#IO,1.#IO,35,1.072,0,1.#IO,1.#IO,34,0.97,0,-4.027,0.585,64.326,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23344322084
72026,148.31271,23344228260,0,0,147.681,0.137,662,0,0.742,0.414,0,0.524,0.497,0,0.742,0.414,0,1.#IO,1.#IO,35,1.072,0,1.#IO,1.#IO,34,0.97,0,-4.027,0.585,64.326,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23344381520
72027,148.37053,23344363420,0,0,147.681,0.137,662,0,0.742,0.414,0,0.524,0.497,0,0.742,0.414,0,1.#IO,1.#IO,35,1.072,0,1.#IO,1.#IO,34,0.97,0,-4.027,0.585,64.326,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23344392978
72028,148.37463,23344372996,0,0,147.681,0.137,662,0,0.742,0.414,0,0.524,0.497,0,0.742,0.414,0,1.#IO,1.#IO,35,1.072,0,1.#IO,1.#IO,34,0.97,0,-4.027,0.585,64.326,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23344393506
72029,148.37886,23344382875,0.434,0.213,147.681,0.137,662,0,0.902,0.426,1,0.834,0.429,1,0.868,0.428,1,1.#IO,1.#IO,27,1.069,1,1.#IO,1.#IO,27,0.967,1,-3.745,0.61,62.542,1,6.332,1,3.002,0.816,62.209,0,6.299,2,0.681,0.387,0,0,0,0,0,23344451823
72030,148.39501,23344420637,0.868,0.428,147.681,0.137,662,0,0.902,0.426,0,0.834,0.429,0,0.868,0.428,0,1.#IO,1.#IO,27,1.069,0,1.#IO,1.#IO,27,0.967,0,-3.745,0.61,62.542,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23344486398
72031,148.41092,23344457833,0.897,0.42,147.681,0.137,662,0,0.926,0.412,1,0.834,0.429,0,0.926,0.412,1,1.#IO,1.#IO,30,1.062,1,1.#IO,1.#IO,27,0.961,0,-3.674,0.593,61.451,1,6.913,1,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23344510242
72032,148.4272,23344495884,0.897,0.42,147.681,0.137,662,0,0.926,0.412,0,0.834,0.429,0,0.926,0.412,0,1.#IO,1.#IO,30,1.062,0,1.#IO,1.#IO,27,0.961,0,-3.674,0.593,61.451,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23344685054
72033,148.49652,23344657894,0.888,0.398,148.395,0.102,663,1,0.882,0.262,1,0.86,0.443,1,0.871,0.353,1,1.#IO,1.#IO,31,1.062,1,1.#IO,1.#IO,32,0.961,1,-3.674,0.593,61.451,0,7.144,2,3.002,0.816,62.209,0,7.465,2,0.681,0.387,0,0,0,0,0,23344685540
72034,148.50085,23344668017,0.888,0.412,148.395,0.106,663,1,0.882,0.262,0,0.887,0.456,1,0.887,0.456,1,1.#IO,1.#IO,33,1.062,1,1.#IO,1.#IO,32,0.961,1,-3.674,0.593,61.451,0,7.605,2,3.002,0.816,62.209,0,7.465,2,0.681,0.387,0,0,0,0,0,23344696710
72035,148.50905,23344687184,0.881,0.408,148.395,0.114,663,1,0.897,0.411,1,0.807,0.368,1,0.851,0.39,1,1.#IO,1.#IO,32,1.062,1,1.#IO,1.#IO,33,0.961,1,-3.674,0.593,61.451,0,7.374,2,3.002,0.816,62.209,0,7.698,2,0.681,0.387,0,0,0,0,0,23344814044
72036,148.5262,23344727267,0.881,0.402,148.395,0.131,663,1,0.883,0.281,1,0.876,0.471,1,0.88,0.377,1,1.#IO,1.#IO,32,1.062,1,1.#IO,1.#IO,32,0.961,1,-3.674,0.593,61.451,0,7.374,2,3.002,0.816,62.209,0,7.465,2,0.681,0.387,0,0,0,0,0,23344918874
72037,148.60078,23344901597,0.878,0.403,148.395,0.206,663,1,0.862,0.341,1,0.855,0.473,1,0.858,0.407,1,1.#IO,1.#IO,32,1.062,1,1.#IO,1.#IO,32,0.961,1,-3.674,0.593,61.451,0,7.374,2,3.002,0.816,62.209,0,7.465,2,0.681,0.387,0,0,0,0,0,23344930570
72038,148.60602,23344913850,0.877,0.401,148.395,0.211,663,1,0.869,0.312,1,0.884,0.469,1,0.877,0.39,1,1.#IO,1.#IO,33,1.062,1,1.#IO,1.#IO,32,0.961,1,-3.674,0.593,61.451,0,7.605,2,3.002,0.816,62.209,0,7.465,2,0.681,0.387,0,0,0,0,0,23344942211
72039,148.61027,23344923780,0.883,0.41,148.395,0.215,663,1,0.925,0.476,1,0.884,0.469,0,0.925,0.476,1,1.#IO,1.#IO,34,1.062,1,1.#IO,1.#IO,32,0.961,0,-3.674,0.593,61.451,0,7.835,2,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23344977368
72040,148.62419,23344956322,0.884,0.403,148.395,0.229,663,1,0.897,0.35,1,0.884,0.469,0,0.897,0.35,1,1.#IO,1.#IO,33,1.062,1,1.#IO,1.#IO,32,0.961,0,-3.674,0.593,61.451,0,7.605,2,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345122311
72041,148.64146,23344996672,0.887,0.407,148.395,0.246,663,1,0.91,0.433,1,0.884,0.469,0,0.91,0.433,1,1.#IO,1.#IO,34,1.062,1,1.#IO,1.#IO,32,0.961,0,-3.674,0.593,61.451,0,7.835,2,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345181616
72042,148.71106,23345159363,0.89,0.41,148.395,0.316,663,1,0.934,0.453,1,0.884,0.469,0,0.934,0.453,1,1.#IO,1.#IO,34,1.062,1,1.#IO,1.#IO,32,0.961,0,-3.674,0.593,61.451,0,7.835,2,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345209116
72043,148.71646,23345171989,0.894,0.413,148.395,0.321,663,1,0.938,0.443,1,0.884,0.469,0,0.938,0.443,1,1.#IO,1.#IO,33,1.062,1,1.#IO,1.#IO,32,0.961,0,-3.674,0.593,61.451,0,7.605,2,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345222688
72044,148.7338,23345212524,0.894,0.413,148.395,0.339,663,1,0.938,0.443,0,0.884,0.469,0,0.938,0.443,0,1.#IO,1.#IO,33,1.062,0,1.#IO,1.#IO,32,0.961,0,-3.674,0.593,61.451,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345234328
72045,148.73915,23345225008,0.894,0.413,148.395,0.344,663,1,0.938,0.443,0,0.884,0.469,0,0.938,0.443,0,1.#IO,1.#IO,33,1.062,0,1.#IO,1.#IO,32,0.961,0,-3.674,0.593,61.451,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345359009
72046,148.76624,23345288329,0.894,0.413,148.395,0.371,663,1,0.938,0.443,0,0.884,0.469,0,0.938,0.443,0,1.#IO,1.#IO,33,1.062,0,1.#IO,1.#IO,32,0.961,0,-3.674,0.593,61.451,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345409836
72047,148.81233,23345396066,0.896,0.418,148.395,0.371,663,0,0.938,0.443,0,0.884,0.469,0,0.938,0.443,0,1.#IO,1.#IO,33,1.062,0,1.#IO,1.#IO,32,0.961,0,-3.674,0.593,61.451,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345489793
72048,148.82121,23345416818,0.899,0.368,148.395,0.371,663,0,0.902,0.317,1,0.884,0.469,0,0.902,0.317,1,1.#IO,1.#IO,34,1.062,1,1.#IO,1.#IO,32,0.961,0,-3.674,0.606,62.735,1,7.999,1,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345490304
72049,148.83846,23345457151,0.898,0.347,148.395,0.371,663,0,0.896,0.304,1,0.884,0.469,0,0.896,0.304,1,1.#IO,1.#IO,34,1.062,1,1.#IO,1.#IO,32,0.961,0,-3.674,0.606,62.735,0,7.999,2,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345625578
72050,148.89137,23345580823,0.896,0.341,148.812,0.079,664,1,0.89,0.323,1,0.884,0.469,0,0.89,0.323,1,1.#IO,1.#IO,33,1.059,1,1.#IO,1.#IO,32,0.958,0,-3.553,0.573,60.563,1,7.495,1,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345713658
72051,148.9383,23345690508,0.895,0.342,148.812,0.126,664,1,0.891,0.349,1,0.884,0.469,0,0.891,0.349,1,1.#IO,1.#IO,33,1.059,1,1.#IO,1.#IO,32,0.958,0,-3.553,0.573,60.563,0,7.495,2,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345748935
72052,148.95501,23345729553,0.899,0.35,148.812,0.143,664,1,0.922,0.39,1,0.884,0.469,0,0.922,0.39,1,1.#IO,1.#IO,34,1.059,1,1.#IO,1.#IO,32,0.958,0,-3.553,0.573,60.563,0,7.722,2,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345783687
72053,148.96938,23345763162,0.899,0.35,148.812,0.157,664,1,0.922,0.39,0,0.884,0.469,0,0.922,0.39,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.553,0.573,60.563,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345890386
72054,148.98583,23345801592,0.899,0.35,148.812,0.173,664,1,0.922,0.39,0,0.884,0.469,0,0.922,0.39,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.553,0.573,60.563,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345923192
72055,149.02106,23345883946,0.899,0.35,148.812,0.209,664,1,0.922,0.39,0,0.884,0.469,0,0.922,0.39,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.553,0.573,60.563,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345923784
72056,149.02602,23345895531,0.894,0.348,148.812,0.214,664,1,0.865,0.334,1,0.884,0.469,0,0.865,0.334,1,1.#IO,1.#IO,34,1.059,1,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,1,8.032,1,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345936199
72057,149.03478,23345916023,0.894,0.348,148.812,0.222,664,1,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23345971100
72058,149.05157,23345955250,0.894,0.348,148.812,0.239,664,1,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346005908
72059,149.06791,23345993447,0.894,0.348,148.812,0.256,664,1,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346063661
72060,149.09329,23346052783,0.894,0.337,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346262481
72061,149.1247,23346126187,0.894,0.337,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346278127
72062,149.14429,23346171987,0.894,0.337,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346278692
72063,149.16855,23346228682,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346291224
72064,149.18738,23346272698,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346305739
72065,149.19151,23346282351,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346352407
72066,149.20438,23346312427,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346436616
72067,149.24849,23346415532,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346437018
72068,149.25343,23346427075,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346473283
72069,149.26489,23346453877,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346513103
72070,149.28181,23346493424,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346620730
72071,149.29953,23346534847,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346727873
72072,149.37309,23346706762,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346742055
72073,149.37812,23346718518,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346742411
72074,149.38364,23346731426,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346777082
72075,149.39621,23346760802,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23346936482
72076,149.41276,23346799501,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23347078815
72077,149.47838,23346952879,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23347079210
72078,149.48541,23346969313,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23347079472
72079,149.49567,23346993293,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23347079726
72080,149.51515,23347038810,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23347188221
72081,149.53456,23347084195,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23347295021
72082,149.56705,23347160129,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23347304568
72083,149.57165,23347170891,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23347315021
72084,149.5794,23347188995,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23347315420
72085,149.59395,23347223016,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23347315942
72086,149.61068,23347262101,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.681,0.387,0,0,0,0,0,23347475080
72087,149.63023,23347307809,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.685,0.389,0,0,0,0,0,23347502493
72088,149.70355,23347479180,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.685,0.389,0,0,0,0,0,23347526725
72089,149.71341,23347502219,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.685,0.389,0,0,0,0,0,23347552862
72090,149.72604,23347531757,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.685,0.389,0,0,0,0,0,23347776540
72091,149.74225,23347569642,0,0,148.812,0.256,664,0,0.865,0.334,0,0.884,0.469,0,0.865,0.334,0,1.#IO,1.#IO,34,1.059,0,1.#IO,1.#IO,32,0.958,0,-3.725,0.567,62.995,0,0,0,3.002,0.816,62.209,0,0,0,0.685,0.389,0,0,0,0,0,23347790225
72092,149.8235,23347759547,0.43,0.23,148.812,0.256,664,0,0.899,0.419,1,0.822,0.502,1,0.86,0.46,1,1.#IO,1.#IO,28,1.056,1,1.#IO,1.#IO,28,0.956,1,-3.28,0.453,61.194,1,6.425,1,3.002,0.816,62.209,0,6.532,2,0.685,0.389,0,0,0,0,0,23347812555
72093,149.82939,23347773308,0.876,0.413,148.812,0.256,664,0,0.891,0.366,1,0.822,0.502,0,0.891,0.366,1,1.#IO,1.#IO,30,1.056,1,1.#IO,1.#IO,28,0.956,0,-3.28,0.453,61.194,0,6.884,2,3.002,0.816,62.209,0,0,0,0.685,0.389,0,0,0,0,0,23347875823
72094,149.84018,23347798527,0.858,0.403,148.812,0.256,664,0,0.863,0.346,1,0.817,0.441,1,0.84,0.393,1,1.#IO,1.#IO,30,1.053,1,1.#IO,1.#IO,29,0.953,1,-3.284,0.481,61.044,1,6.867,1,3.002,0.816,62.209,0,6.765,2,0.685,0.389,0,0,0,0,0,23347896502
72095,149.87225,23347873506,0.864,0.39,148.812,0.256,664,0,0.877,0.364,1,0.817,0.441,0,0.877,0.364,1,1.#IO,1.#IO,30,1.053,1,1.#IO,1.#IO,29,0.953,0,-3.284,0.481,61.044,1,6.867,1,3.002,0.816,62.209,0,0,0,0.685,0.389,0,0,0,0,0,23347996252
72096,149.90668,23347953973,0.877,0.423,149.829,0.077,665,1,0.892,0.39,1,0.942,0.654,1,0.917,0.522,1,1.#IO,1.#IO,32,1.05,1,1.#IO,1.#IO,31,0.95,1,-3.284,0.481,61.044,1,7.325,1,3.002,0.816,62.209,0,7.232,2,0.685,0.389,0,0,0,0,0,23348011876
72097,149.92245,23347990837,0.873,0.428,149.829,0.093,665,1,0.871,0.418,1,0.837,0.473,1,0.854,0.446,1,1.#IO,1.#IO,33,1.047,1,1.#IO,1.#IO,32,0.948,1,-3.262,0.472,60.641,1,7.504,1,3.002,0.816,62.209,0,7.465,2,0.685,0.389,0,0,0,0,0,23348159968
72098,149.92846,23348004884,0.867,0.401,149.829,0.099,665,1,0.838,0.196,1,0.846,0.34,1,0.842,0.268,1,1.#IO,1.#IO,34,1.181,1,1.#IO,1.#IO,34,1.068,1,-3.262,0.472,60.641,0,7.732,2,3.37,0.644,61.898,1,7.892,1,0.685,0.389,0,0,0,0,0,23348160364
72099,149.94352,23348040086,0.856,0.387,149.829,0.114,665,1,0.824,0.384,1,0.745,0.213,1,0.785,0.299,1,1.#IO,1.#IO,33,1.044,1,1.#IO,1.#IO,34,1.061,1,-3.391,0.448,60.517,1,7.489,1,3.296,0.629,60.425,1,7.704,1,0.685,0.389,0,0,0,0,0,23348160620
72100,149.96056,23348079914,0.847,0.374,149.829,0.131,665,1,0.802,0.334,1,0.756,0.246,1,0.779,0.29,1,1.#IO,1.#IO,33,1.048,1,1.#IO,1.#IO,33,1.061,1,-3.391,0.448,60.517,1,7.489,1,3.296,0.629,60.425,1,7.478,1,0.685,0.389,0,0,0,0,0,23348191327
72101,150.00236,23348177618,0.847,0.374,149.829,0.173,665,1,0.802,0.334,0,0.756,0.246,0,0.779,0.29,0,1.#IO,1.#IO,33,1.048,0,1.#IO,1.#IO,33,1.061,0,-3.391,0.448,60.517,0,0,0,3.296,0.629,60.425,0,0,0,0.685,0.389,0,0,0,0,0,23348203153
72102,150.0078,23348190327,0.844,0.374,149.829,0.178,665,1,0.827,0.37,1,0.756,0.246,0,0.827,0.37,1,1.#IO,1.#IO,35,1.051,1,1.#IO,1.#IO,33,0.951,0,-3.391,0.448,60.517,1,7.943,1,3.296,0.629,60.425,0,0,0,0.685,0.389,0,0,0,0,0,23348238051
72103,150.02066,23348220392,0.844,0.374,149.829,0.191,665,1,0.827,0.37,0,0.756,0.246,0,0.827,0.37,0,1.#IO,1.#IO,35,1.051,0,1.#IO,1.#IO,33,0.951,0,-3.391,0.448,60.517,0,0,0,3.296,0.629,60.425,0,0,0,0.685,0.389,0,0,0,0,0,23348366718
72104,150.04312,23348272891,0.844,0.374,149.829,0.214,665,1,0.827,0.37,0,0.756,0.246,0,0.827,0.37,0,1.#IO,1.#IO,35,1.051,0,1.#IO,1.#IO,33,0.951,0,-3.391,0.448,60.517,0,0,0,3.296,0.629,60.425,0,0,0,0.685,0.389,0,0,0,0,0,23348486877
72105,150.10727,23348422823,0.844,0.374,149.829,0.278,665,1,0.827,0.37,0,0.756,0.246,0,0.827,0.37,0,1.#IO,1.#IO,35,1.051,0,1.#IO,1.#IO,33,0.951,0,-3.391,0.448,60.517,0,0,0,3.296,0.629,60.425,0,0,0,0.685,0.389,0,0,0,0,0,23348487463
72106,150.11332,23348436967,0.84,0.369,149.829,0.278,665,0,0.827,0.37,0,0.756,0.246,0,0.827,0.37,0,1.#IO,1.#IO,35,1.051,0,1.#IO,1.#IO,33,0.951,0,-3.391,0.448,60.517,0,0,0,3.296,0.629,60.425,0,0,0,0.685,0.389,0,0,0,0,0,23348487748
72107,150.12775,23348470701,0.84,0.369,149.829,0.278,665,0,0.827,0.37,0,0.756,0.246,0,0.827,0.37,0,1.#IO,1.#IO,35,1.051,0,1.#IO,1.#IO,33,0.951,0,-3.391,0.448,60.517,0,0,0,3.296,0.629,60.425,0,0,0,0.685,0.389,0,0,0,0,0,23348507177
72108,150.13604,23348490074,0.84,0.369,149.829,0.278,665,0,0.827,0.37,0,0.756,0.246,0,0.827,0.37,0,1.#IO,1.#IO,35,1.051,0,1.#IO,1.#IO,33,0.951,0,-3.391,0.448,60.517,0,0,0,3.296,0.629,60.425,0,0,0,0.685,0.389,0,0,0,0,0,23348594100
