CNT,TIME,TIME_TICK,FPOGX,FPOGY,FPOGS,FPOGD,FPOGID,FPOGV,LPOGX,LPOGY,LPOGV,RPOGX,RPOGY,RPOGV,BPOGX,BPOGY,BPOGV,LPCX,LPCY,LPD,LPS,LPV,RPCX,RPCY,RPD,RPS,RPV,LEYEX,LEYEY,LEYEZ,LEYEV,LPUPILD,LPUPILV,REYEX,REYEY,REYEZ,REYEV,RPUPILD,RPUPILV,CX,CY,CS,SKLHEADX,SKLHEADY,SKLHEADZ,SKLV,VIEWER_TIME_TICK
72109,150.1737,23348578098,0,0,149.829,0.278,665,0,0.827,0.37,0,0.756,0.246,0,0.827,0.37,0,1.#IO,1.#IO,35,1.051,0,1.#IO,1.#IO,33,0.951,0,-3.391,0.448,60.517,0,0,0,3.296,0.629,60.425,0,0,0,0.685,0.389,0,0,0,0,0,23348603228
72110,150.17735,23348586624,0,0,149.829,0.278,665,0,0.827,0.37,0,0.756,0.246,0,0.827,0.37,0,1.#IO,1.#IO,35,1.051,0,1.#IO,1.#IO,33,0.951,0,-3.391,0.448,60.517,0,0,0,3.296,0.629,60.425,0,0,0,0.685,0.389,0,0,0,0,0,23348691423
72111,150.21205,23348667739,0.233,0.222,149.829,0.278,665,0,0.458,0.457,1,0.474,0.433,1,0.466,0.444,1,1.#IO,1.#IO,34,1.054,1,1.#IO,1.#IO,35,1.058,1,-3.878,0.446,62.61,1,7.983,1,2.982,0.676,61.665,1,8.094,1,0.685,0.389,0,0,0,0,0,23348825166
72112,150.21735,23348680123,0.478,0.452,149.829,0.278,665,0,0.499,0.457,1,0.483,0.461,1,0.491,0.459,1,1.#IO,1.#IO,33,1.051,1,1.#IO,1.#IO,34,1.017,1,-3.878,0.446,62.61,1,7.748,1,2.982,0.676,61.665,1,7.862,1,0.685,0.389,0,0,0,0,0,23348923501
72113,150.23245,23348715409,0.483,0.487,149.829,0.278,665,0,0.494,0.469,1,0.481,0.576,1,0.488,0.522,1,1.#IO,1.#IO,33,1.051,1,1.#IO,1.#IO,34,0.902,1,-3.857,0.438,62.267,1,7.706,1,1.552,0.407,36.76,1,4.687,1,0.685,0.389,0,0,0,0,0,23348923911
72114,150.23734,23348726851,0.487,0.489,149.829,0.278,665,0,0.494,0.497,1,0.492,0.492,1,0.493,0.494,1,1.#IO,1.#IO,32,1.048,1,1.#IO,1.#IO,34,0.948,1,-3.857,0.438,62.267,1,7.472,1,1.552,0.407,36.76,0,4.687,2,0.685,0.389,0,0,0,0,0,23349152445
72115,150.2516,23348760169,0.484,0.491,150.217,0.034,666,1,0.483,0.48,1,0.471,0.508,1,0.477,0.494,1,1.#IO,1.#IO,32,1.045,1,1.#IO,1.#IO,35,0.945,1,-3.857,0.438,62.267,1,7.472,1,1.552,0.407,36.76,0,4.825,2,0.685,0.389,0,0,0,0,0,23349336789
72116,150.39546,23349096432,0.478,0.479,150.217,0.178,666,1,0.452,0.432,1,0.471,0.508,0,0.452,0.432,1,1.#IO,1.#IO,34,1.042,1,1.#IO,1.#IO,35,0.943,0,-3.878,0.446,62.61,1,7.983,1,1.552,0.407,36.76,0,0,0,0.685,0.389,0,0,0,0,0,23349547346
72117,150.5768,23349520286,0.478,0.479,150.217,0.359,666,1,0.452,0.432,0,0.471,0.508,0,0.452,0.432,0,1.#IO,1.#IO,34,1.042,0,1.#IO,1.#IO,35,0.943,0,-3.878,0.446,62.61,0,0,0,1.552,0.407,36.76,0,0,0,0.685,0.389,0,0,0,0,0,23349762385
72118,150.58265,23349533956,0.478,0.479,150.217,0.365,666,1,0.452,0.432,0,0.471,0.508,0,0.452,0.432,0,1.#IO,1.#IO,34,1.042,0,1.#IO,1.#IO,35,0.943,0,-3.878,0.446,62.61,0,0,0,1.552,0.407,36.76,0,0,0,0.685,0.389,0,0,0,0,0,23349928429
72119,150.59566,23349564383,0.478,0.479,150.217,0.378,666,1,0.452,0.432,0,0.471,0.508,0,0.452,0.432,0,1.#IO,1.#IO,34,1.042,0,1.#IO,1.#IO,35,0.943,0,-3.878,0.446,62.61,0,0,0,1.552,0.407,36.76,0,0,0,0.685,0.389,0,0,0,0,0,23349928937
72120,150.61281,23349604470,0.478,0.486,150.217,0.378,666,0,0.452,0.432,0,0.471,0.508,0,0.452,0.432,0,1.#IO,1.#IO,34,1.042,0,1.#IO,1.#IO,35,0.943,0,-3.878,0.446,62.61,0,0,0,1.552,0.407,36.76,0,0,0,0.685,0.389,0,0,0,0,0,23350143234
72121,150.79977,23350041449,0.478,0.486,150.217,0.378,666,0,0.452,0.432,0,0.471,0.508,0,0.452,0.432,0,1.#IO,1.#IO,34,1.042,0,1.#IO,1.#IO,35,0.943,0,-3.878,0.446,62.61,0,0,0,1.552,0.407,36.76,0,0,0,0.685,0.389,1,0,0,0,0,23350479549
72122,150.90434,23350285871,0.479,0.483,150.217,0.378,666,0,0.478,0.362,1,0.485,0.601,1,0.481,0.482,1,1.#IO,1.#IO,33,1.036,1,1.#IO,1.#IO,35,0.855,1,-3.791,0.372,61.114,1,7.563,1,2.916,0.603,60.074,1,7.885,1,0.685,0.389,1,0,0,0,0,23350729854
72123,150.93535,23350358366,0.475,0.469,150.613,0.323,667,1,0.464,0.366,1,0.469,0.516,1,0.467,0.44,1,1.#IO,1.#IO,33,1.033,1,1.#IO,1.#IO,35,0.934,1,-3.783,0.352,60.613,1,7.501,1,2.916,0.603,60.074,0,7.885,2,0.685,0.389,2,0,0,0,0,23350856375
72124,151.11074,23350768313,0.476,0.469,150.613,0.498,667,1,0.492,0.421,1,0.471,0.513,1,0.481,0.468,1,1.#IO,1.#IO,33,1.036,1,1.#IO,1.#IO,35,0.937,1,-3.891,0.368,62.243,1,7.703,1,2.916,0.603,60.074,0,7.885,2,0.685,0.389,2,0,0,0,0,23350856988
72125,151.11717,23350783339,0.477,0.469,150.613,0.504,667,1,0.49,0.438,1,0.469,0.503,1,0.48,0.471,1,1.#IO,1.#IO,33,1.036,1,1.#IO,1.#IO,35,0.937,1,-3.891,0.362,62.243,1,7.703,1,2.916,0.603,60.074,0,7.885,2,0.685,0.389,0,0,0,0,0,23350857263
72126,151.12616,23350804357,0.483,0.476,150.613,0.513,667,1,0.486,0.436,1,0.534,0.578,1,0.51,0.507,1,1.#IO,1.#IO,33,1.039,1,1.#IO,1.#IO,34,0.94,1,-3.891,0.362,62.243,1,7.703,1,2.916,0.603,60.074,0,7.659,2,0.685,0.389,0,0,0,0,0,23351071155
72127,151.14143,23350840048,0.487,0.479,150.613,0.529,667,1,0.484,0.423,1,0.536,0.581,1,0.51,0.502,1,1.#IO,1.#IO,33,1.042,1,1.#IO,1.#IO,35,0.943,1,-4.076,0.38,65.309,1,8.082,1,2.916,0.603,60.074,0,7.885,2,0.685,0.389,0,0,0,0,0,23351071631
72128,151.20893,23350997812,0.487,0.474,150.613,0.596,667,1,0.496,0.433,1,0.481,0.448,1,0.488,0.441,1,1.#IO,1.#IO,32,1.048,1,1.#IO,1.#IO,35,0.948,1,-4.076,0.38,65.309,1,7.837,1,2.916,0.603,60.074,0,7.885,2,0.685,0.389,0,0,0,0,0,23351398364
72129,151.2177,23351018305,0.49,0.474,150.613,0.605,667,1,0.542,0.463,1,0.479,0.49,1,0.51,0.477,1,1.#IO,1.#IO,33,1.054,1,1.#IO,1.#IO,35,0.954,1,-4.076,0.38,65.309,1,8.082,1,2.916,0.603,60.074,0,7.885,2,0.646,0.541,0,0,0,0,0,23351641890
72130,151.41593,23351481656,0.49,0.473,150.613,0.803,667,1,0.523,0.444,1,0.465,0.467,1,0.494,0.456,1,1.#IO,1.#IO,33,1.054,1,1.#IO,1.#IO,36,0.953,1,-3.876,0.364,61.549,1,7.617,1,2.916,0.603,60.074,0,8.11,2,0.642,0.549,0,0,0,0,0,23351642504
72131,151.42266,23351497373,0.492,0.474,150.613,0.81,667,1,0.508,0.49,1,0.465,0.467,0,0.508,0.49,1,1.#IO,1.#IO,33,1.054,1,1.#IO,1.#IO,36,0.953,0,-3.876,0.364,61.549,1,7.617,1,2.916,0.603,60.074,0,0,0,0.639,0.559,0,0,0,0,0,23351642768
72132,151.43972,23351537251,0.492,0.476,150.613,0.827,667,1,0.492,0.452,1,0.497,0.516,1,0.494,0.484,1,1.#IO,1.#IO,33,1.054,1,1.#IO,1.#IO,35,0.953,1,-3.876,0.364,61.549,1,7.617,1,2.916,0.603,60.074,0,7.885,2,0.635,0.578,0,0,0,0,0,23351643069
72133,151.47521,23351620200,0.491,0.472,150.613,0.862,667,1,0.483,0.432,1,0.497,0.516,0,0.483,0.432,1,1.#IO,1.#IO,33,1.057,1,1.#IO,1.#IO,35,0.956,0,-3.995,0.378,62.974,1,7.793,1,2.916,0.603,60.074,0,0,0,0.626,0.614,0,0,0,0,0,23351782558
72134,151.4824,23351637019,0.488,0.466,150.613,0.87,667,1,0.449,0.382,1,0.497,0.516,0,0.449,0.382,1,1.#IO,1.#IO,33,1.06,1,1.#IO,1.#IO,35,0.959,0,-3.995,0.378,62.974,1,7.793,1,2.916,0.603,60.074,0,0,0,0.624,0.626,0,0,0,0,0,23351977730
72135,151.57802,23351860519,0.491,0.462,150.613,0.965,667,1,0.528,0.358,1,0.535,0.474,1,0.531,0.417,1,1.#IO,1.#IO,33,1.063,1,1.#IO,1.#IO,34,0.962,1,-3.995,0.378,62.974,1,7.793,1,2.916,0.603,60.074,0,7.659,2,0.585,0.72,0,0,0,0,0,23352464265
72136,151.6669,23352068256,0.486,0.444,150.613,1.054,667,1,0.414,0.174,1,0.535,0.474,0,0.414,0.174,1,1.#IO,1.#IO,34,1.063,1,1.#IO,1.#IO,34,0.962,0,-3.995,0.378,62.974,0,8.029,2,2.916,0.603,60.074,0,0,0,0.51,0.694,0,0,0,0,0,23353556290
72137,152.24027,23353408433,0.484,0.441,150.613,1.627,667,1,0.451,0.343,1,0.453,0.45,1,0.452,0.397,1,1.#IO,1.#IO,32,1.063,1,1.#IO,1.#IO,34,0.962,1,-4.239,0.446,62.562,1,7.507,1,2.916,0.603,60.074,0,7.659,2,0.51,0.694,0,0,0,0,0,23353556740
72138,152.27092,23353480080,0.483,0.44,150.613,1.658,667,1,0.488,0.392,1,0.454,0.44,1,0.471,0.416,1,1.#IO,1.#IO,32,1.063,1,1.#IO,1.#IO,34,0.962,1,-4.196,0.459,61.928,1,7.431,1,2.916,0.603,60.074,0,7.659,2,0.508,0.692,0,0,0,0,0,23353616655
72139,152.31953,23353593693,0.485,0.441,150.613,1.707,667,1,0.51,0.454,1,0.454,0.44,0,0.51,0.454,1,1.#IO,1.#IO,32,1.06,1,1.#IO,1.#IO,34,0.959,0,-4.194,0.453,61.98,1,7.438,1,2.916,0.603,60.074,0,0,0,0.508,0.692,0,0,0,0,0,23353617021
72140,152.32402,23353604205,0.485,0.441,150.613,1.711,667,1,0.51,0.454,0,0.454,0.44,0,0.51,0.454,0,1.#IO,1.#IO,33,1.056,1,1.#IO,1.#IO,34,0.956,0,-4.194,0.453,61.98,1,7.67,1,2.916,0.603,60.074,0,0,0,0.508,0.692,0,0,0,0,0,23353651786
72141,152.33711,23353634790,0.485,0.441,150.613,1.724,667,1,0.51,0.454,0,0.454,0.44,0,0.51,0.454,0,1.#IO,1.#IO,34,1.056,1,1.#IO,1.#IO,34,0.956,0,-4.248,0.466,62.876,1,8.017,1,2.916,0.603,60.074,0,0,0,0.508,0.691,0,0,0,0,0,23353830097
72142,152.38188,23353739441,0.485,0.439,150.613,1.769,667,1,0.477,0.398,1,0.454,0.44,0,0.477,0.398,1,1.#IO,1.#IO,33,1.056,1,1.#IO,1.#IO,34,0.956,0,-4.248,0.466,62.876,1,7.781,1,2.916,0.603,60.074,0,0,0,0.508,0.688,0,0,0,0,0,23353877460
72143,152.41727,23353822158,0.485,0.436,150.613,1.804,667,1,0.509,0.386,1,0.454,0.44,0,0.509,0.386,1,1.#IO,1.#IO,34,1.059,1,1.#IO,1.#IO,34,0.959,0,-4.248,0.466,62.876,1,8.017,1,2.916,0.603,60.074,0,0,0,0.508,0.688,0,0,0,0,0,23354001617
72144,152.42538,23353841106,0.475,0.388,150.613,1.804,667,0,0.454,0.418,1,0.454,0.44,0,0.454,0.418,1,1.#IO,1.#IO,34,1.063,1,1.#IO,1.#IO,34,0.962,0,-4.248,0.466,62.876,1,8.017,1,2.916,0.603,60.074,0,0,0,0.508,0.688,0,0,0,0,0,23354093729
72145,152.44571,23353888625,0.478,0.407,150.613,1.804,667,0,0.481,0.426,1,0.454,0.44,0,0.481,0.426,1,1.#IO,1.#IO,33,1.063,1,1.#IO,1.#IO,34,0.962,0,-4.248,0.466,62.876,1,7.781,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354208837
72146,152.54773,23354127094,0.469,0.414,150.613,1.804,667,0,0.452,0.43,1,0.454,0.44,0,0.452,0.43,1,1.#IO,1.#IO,33,1.063,1,1.#IO,1.#IO,34,0.961,0,-4.248,0.466,62.876,1,7.781,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354217510
72147,152.57856,23354199144,0.467,0.418,152.425,0.153,668,1,0.461,0.43,1,0.454,0.44,0,0.461,0.43,1,1.#IO,1.#IO,33,1.063,1,1.#IO,1.#IO,34,0.961,0,-4.248,0.466,62.876,1,7.781,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354259478
72148,152.58393,23354211699,0.468,0.42,152.425,0.159,668,1,0.472,0.427,1,0.454,0.44,0,0.472,0.427,1,1.#IO,1.#IO,33,1.053,1,1.#IO,1.#IO,34,0.953,0,-3.997,0.459,59.659,1,7.383,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354306211
72149,152.61645,23354287711,0.471,0.423,152.425,0.191,668,1,0.485,0.443,1,0.454,0.44,0,0.485,0.443,1,1.#IO,1.#IO,34,1.044,1,1.#IO,1.#IO,34,0.944,0,-3.997,0.459,59.659,1,7.606,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354306636
72150,152.6205,23354297174,0.472,0.426,152.425,0.195,668,1,0.478,0.436,1,0.454,0.44,0,0.478,0.436,1,1.#IO,1.#IO,34,1.034,1,1.#IO,1.#IO,34,0.936,0,-3.997,0.459,59.659,1,7.606,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354341304
72151,152.63268,23354325655,0.474,0.429,152.425,0.207,668,1,0.482,0.451,1,0.454,0.44,0,0.482,0.451,1,1.#IO,1.#IO,34,1.037,1,1.#IO,1.#IO,34,0.939,0,-4.188,0.469,62.499,1,7.969,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354468488
72152,152.68226,23354441543,0.472,0.421,152.425,0.257,668,1,0.46,0.361,1,0.454,0.44,0,0.46,0.361,1,1.#IO,1.#IO,33,1.043,1,1.#IO,1.#IO,34,0.944,0,-4.377,0.489,65.223,1,8.071,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354524723
72153,152.68652,23354451496,0.475,0.417,152.425,0.261,668,1,0.506,0.381,1,0.454,0.44,0,0.506,0.381,1,1.#IO,1.#IO,34,1.05,1,1.#IO,1.#IO,34,0.95,0,-4.377,0.489,65.223,1,8.316,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354602384
72154,152.7424,23354582118,0.478,0.416,152.425,0.317,668,1,0.5,0.398,1,0.454,0.44,0,0.5,0.398,1,1.#IO,1.#IO,33,1.053,1,1.#IO,1.#IO,34,0.952,0,-4.377,0.489,65.223,1,8.071,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354617179
72155,152.7474,23354593785,0.479,0.416,152.425,0.322,668,1,0.498,0.413,1,0.454,0.44,0,0.498,0.413,1,1.#IO,1.#IO,33,1.056,1,1.#IO,1.#IO,34,0.955,0,-4.413,0.473,65.588,1,8.116,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354684901
72156,152.75378,23354608713,0.482,0.422,152.425,0.328,668,1,0.483,0.434,1,0.554,0.584,1,0.519,0.509,1,1.#IO,1.#IO,33,1.059,1,1.#IO,1.#IO,35,0.958,1,-4.413,0.473,65.588,1,8.116,1,2.916,0.603,60.074,0,7.885,2,0.508,0.681,0,0,0,0,0,23354685314
72157,152.76448,23354633705,0.481,0.418,152.425,0.339,668,1,0.464,0.356,1,0.554,0.584,0,0.464,0.356,1,1.#IO,1.#IO,34,1.062,1,1.#IO,1.#IO,35,0.96,0,-4.413,0.473,65.588,1,8.362,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354685569
72158,152.78135,23354673146,0.479,0.414,152.425,0.356,668,1,0.458,0.363,1,0.554,0.584,0,0.458,0.363,1,1.#IO,1.#IO,33,1.058,1,1.#IO,1.#IO,35,0.958,0,-4.089,0.437,60.598,1,7.499,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354891598
72159,152.81344,23354748155,0.479,0.41,152.425,0.388,668,1,0.47,0.341,1,0.554,0.584,0,0.47,0.341,1,1.#IO,1.#IO,34,1.059,1,1.#IO,1.#IO,35,0.958,0,-4.089,0.437,60.598,1,7.726,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354902684
72160,152.87283,23354886978,0.481,0.408,152.425,0.447,668,1,0.506,0.384,1,0.554,0.584,0,0.506,0.384,1,1.#IO,1.#IO,34,1.059,1,1.#IO,1.#IO,35,0.958,0,-4.089,0.437,60.598,1,7.726,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354914056
72161,152.87754,23354897987,0.485,0.413,152.425,0.452,668,1,0.567,0.506,1,0.554,0.584,0,0.567,0.506,1,1.#IO,1.#IO,35,1.056,1,1.#IO,1.#IO,35,0.955,0,-4.089,0.437,60.598,1,7.953,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354925646
72162,152.8817,23354907714,0.489,0.417,152.425,0.456,668,1,0.551,0.482,1,0.554,0.584,0,0.551,0.482,1,1.#IO,1.#IO,34,1.059,1,1.#IO,1.#IO,35,0.958,0,-4.376,0.47,64.315,1,8.2,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23354961313
72163,152.8956,23354940200,0.488,0.416,152.425,0.47,668,1,0.476,0.393,1,0.554,0.584,0,0.476,0.393,1,1.#IO,1.#IO,34,1.062,1,1.#IO,1.#IO,35,0.961,0,-4.376,0.47,64.315,1,8.2,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355179765
72164,152.93581,23355034170,0.488,0.416,152.425,0.51,668,1,0.473,0.404,1,0.554,0.584,0,0.473,0.404,1,1.#IO,1.#IO,34,1.062,1,1.#IO,1.#IO,35,0.961,0,-4.33,0.463,63.376,1,8.08,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355194558
72165,152.99645,23355175916,0.486,0.413,152.425,0.571,668,1,0.457,0.383,1,0.554,0.584,0,0.457,0.383,1,1.#IO,1.#IO,33,1.069,1,1.#IO,1.#IO,35,0.967,0,-4.348,0.464,63.469,1,7.854,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355206130
72166,153.00162,23355187994,0.484,0.41,152.425,0.576,668,1,0.437,0.312,1,0.554,0.584,0,0.437,0.312,1,1.#IO,1.#IO,33,1.075,1,1.#IO,1.#IO,35,0.973,0,-4.348,0.464,63.469,1,7.854,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355217887
72167,153.01058,23355208938,0.484,0.41,152.425,0.585,668,1,0.492,0.383,1,0.48,0.447,1,0.485,0.416,1,1.#IO,1.#IO,34,1.082,1,1.#IO,1.#IO,35,0.979,1,-4.348,0.464,63.469,1,8.092,1,2.916,0.603,60.074,0,7.885,2,0.508,0.681,0,0,0,0,0,23355271924
72168,153.02829,23355250348,0.484,0.41,152.425,0.603,668,1,0.491,0.389,1,0.483,0.449,1,0.487,0.419,1,1.#IO,1.#IO,34,1.085,1,1.#IO,1.#IO,35,0.982,1,-4.164,0.438,60.697,1,7.739,1,2.916,0.603,60.074,0,7.885,2,0.508,0.681,0,0,0,0,0,23355542664
72169,153.09661,23355410036,0.485,0.41,152.425,0.671,668,1,0.514,0.407,1,0.483,0.449,0,0.514,0.407,1,1.#IO,1.#IO,34,1.089,1,1.#IO,1.#IO,35,0.985,0,-4.164,0.438,60.697,1,7.739,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355543761
72170,153.12461,23355475463,0.486,0.41,152.425,0.699,668,1,0.506,0.404,1,0.483,0.449,0,0.506,0.404,1,1.#IO,1.#IO,34,1.095,1,1.#IO,1.#IO,35,0.991,0,-4.329,0.458,62.678,1,7.991,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355615242
72171,153.1758,23355595131,0.486,0.409,152.425,0.75,668,1,0.499,0.38,1,0.483,0.449,0,0.499,0.38,1,1.#IO,1.#IO,34,1.095,1,1.#IO,1.#IO,35,0.991,0,-4.329,0.458,62.678,1,7.991,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355615712
72172,153.18099,23355607250,0.487,0.408,152.425,0.756,668,1,0.492,0.38,1,0.483,0.449,0,0.492,0.38,1,1.#IO,1.#IO,34,1.092,1,1.#IO,1.#IO,35,0.988,0,-4.329,0.458,62.678,1,7.991,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355650273
72173,153.19132,23355631409,0.487,0.407,152.425,0.766,668,1,0.496,0.364,1,0.483,0.449,0,0.496,0.364,1,1.#IO,1.#IO,34,1.089,1,1.#IO,1.#IO,35,0.985,0,-4.329,0.458,62.678,1,7.991,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355681575
72174,153.20819,23355670828,0.488,0.406,152.425,0.783,668,1,0.495,0.382,1,0.483,0.449,0,0.495,0.382,1,1.#IO,1.#IO,34,1.086,1,1.#IO,1.#IO,35,0.982,0,-4.329,0.458,62.678,1,7.991,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355806532
72175,153.2278,23355716662,0.487,0.404,152.425,0.802,668,1,0.485,0.363,1,0.483,0.449,0,0.485,0.363,1,1.#IO,1.#IO,34,1.083,1,1.#IO,1.#IO,35,0.979,0,-4.337,0.47,62.622,1,7.984,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355881235
72176,153.24188,23355749579,0.487,0.402,152.425,0.817,668,1,0.483,0.344,1,0.483,0.449,0,0.483,0.344,1,1.#IO,1.#IO,34,1.079,1,1.#IO,1.#IO,35,0.977,0,-4.337,0.47,62.622,1,7.984,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355907406
72177,153.30391,23355894570,0.487,0.402,152.425,0.879,668,1,0.49,0.388,1,0.483,0.449,0,0.49,0.388,1,1.#IO,1.#IO,34,1.076,1,1.#IO,1.#IO,35,0.974,0,-4.337,0.47,62.622,1,7.984,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355919045
72178,153.30825,23355904705,0.488,0.403,152.425,0.883,668,1,0.497,0.456,1,0.483,0.449,0,0.497,0.456,1,1.#IO,1.#IO,34,1.08,1,1.#IO,1.#IO,35,0.977,0,-4.337,0.47,62.622,1,7.984,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355954128
72179,153.32273,23355938545,0.488,0.404,152.425,0.897,668,1,0.499,0.442,1,0.483,0.449,0,0.499,0.442,1,1.#IO,1.#IO,34,1.086,1,1.#IO,1.#IO,35,0.983,0,-4.462,0.484,64.514,1,8.226,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23355989305
72180,153.33981,23355978470,0.488,0.404,152.425,0.914,668,1,0.502,0.422,1,0.483,0.449,0,0.502,0.422,1,1.#IO,1.#IO,34,1.093,1,1.#IO,1.#IO,35,0.989,0,-4.462,0.484,64.514,1,8.226,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23356152214
72181,153.38173,23356076460,0.489,0.406,152.425,0.956,668,1,0.509,0.427,1,0.483,0.449,0,0.509,0.427,1,1.#IO,1.#IO,34,1.093,1,1.#IO,1.#IO,35,0.989,0,-4.194,0.45,60.804,1,7.753,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23356202745
72182,153.41455,23356153168,0.49,0.408,152.425,0.989,668,1,0.564,0.499,1,0.483,0.449,0,0.564,0.499,1,1.#IO,1.#IO,35,1.086,1,1.#IO,1.#IO,35,0.983,0,-4.194,0.45,60.804,1,7.981,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23356211665
72183,153.42889,23356186680,0.49,0.408,152.425,1.004,668,1,0.474,0.419,1,0.483,0.449,0,0.474,0.419,1,1.#IO,1.#IO,35,1.083,1,1.#IO,1.#IO,35,0.98,0,-4.329,0.47,62.678,1,8.226,1,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23356212068
72184,153.43357,23356197619,0.491,0.409,152.425,1.008,668,1,0.535,0.439,1,0.535,0.478,1,0.535,0.458,1,1.#IO,1.#IO,35,1.08,1,1.#IO,1.#IO,36,0.977,1,-4.194,0.482,61.98,1,8.135,1,2.916,0.603,60.074,0,8.11,2,0.508,0.681,0,0,0,0,0,23356234859
72185,153.43925,23356210905,0.491,0.409,152.425,1.014,668,1,0.535,0.439,0,0.535,0.478,0,0.535,0.458,0,1.#IO,1.#IO,35,1.08,0,1.#IO,1.#IO,36,0.977,0,-4.194,0.482,61.98,0,0,0,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23356304784
72186,153.45456,23356246689,0.491,0.409,152.425,1.029,668,1,0.535,0.439,0,0.535,0.478,0,0.535,0.458,0,1.#IO,1.#IO,35,1.08,0,1.#IO,1.#IO,36,0.977,0,-4.194,0.482,61.98,0,0,0,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23356359095
72187,153.49744,23356346927,0.491,0.409,152.425,1.072,668,1,0.535,0.439,0,0.535,0.478,0,0.535,0.458,0,1.#IO,1.#IO,35,1.08,0,1.#IO,1.#IO,36,0.977,0,-4.194,0.482,61.98,0,0,0,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23356398344
72188,153.50996,23356376173,0.504,0.422,152.425,1.072,668,0,0.535,0.439,0,0.535,0.478,0,0.535,0.458,0,1.#IO,1.#IO,35,1.08,0,1.#IO,1.#IO,36,0.977,0,-4.194,0.482,61.98,0,0,0,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23356421661
72189,153.52207,23356404483,0.504,0.422,152.425,1.072,668,0,0.535,0.439,0,0.535,0.478,0,0.535,0.458,0,1.#IO,1.#IO,35,1.08,0,1.#IO,1.#IO,36,0.977,0,-4.194,0.482,61.98,0,0,0,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23356446751
72190,153.53648,23356438164,0.504,0.422,152.425,1.072,668,0,0.535,0.439,0,0.535,0.478,0,0.535,0.458,0,1.#IO,1.#IO,35,1.08,0,1.#IO,1.#IO,36,0.977,0,-4.194,0.482,61.98,0,0,0,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23356577472
72191,153.57114,23356519183,0,0,152.425,1.072,668,0,0.535,0.439,0,0.535,0.478,0,0.535,0.458,0,1.#IO,1.#IO,35,1.08,0,1.#IO,1.#IO,36,0.977,0,-4.194,0.482,61.98,0,0,0,2.916,0.603,60.074,0,0,0,0.508,0.681,0,0,0,0,0,23356634618
